car-id,overnightstay
20165225065205-339,no
20162926122943-124,no
20164326044311-14,no
20160126050110-311,no
20160926050914-318,no
20160926060956-131,no
20161426061407-959,no
20160226100254-894,no
20161526101546-346,yes
20161326021314-134,no
20163926023906-619,no
20161226081207-815,no
20165826085838-924,no
20164026094009-351,no
20160626110628-349,no
20163827023806-790,no
20162527072544-542,no
20163527073527-483,yes
20162227092252-607,no
20163327093318-143,no
20161627021649-751,yes
20163627023633-570,no
20164527024509-467,no
20161627051615-333,no
20164627074620-995,no
20160027080023-595,no
20162727082737-830,no
20165727085748-96,no
20163627093637-547,no
20160027110053-825,no
20164127114122-0,yes
20162428122454-147,no
20160628010625-497,no
20161728011701-62,no
20162228012245-311,no
20161228041200-219,no
20164528054529-560,no
20163228063227-918,no
20165228065242-954,no
20160228070246-880,no
20164728094747-65,yes
20163228103212-370,yes
20162128012116-871,no
20162928012941-901,no
20165728015702-554,yes
20162328022334-655,no
20164328024316-746,no
20160528060510-629,no
20162828082843-937,no
20164828094844-150,no
20164328104317-49,no
20160229040208-333,no
20165629065612-923,no
20162229082222-637,no
20165829085835-868,no
20162629092659-803,no
20162829102832-993,no
20160729020750-9,no
20161129031115-732,yes
20164729034741-444,no
20160929070918-527,no
20162629102630-517,no
20162029112037-323,no
20164901124926-505,no
20162401032410-101,no
20161901051945-109,no
20164601054619-12,no
20164601094646-540,yes
20160801100858-954,yes
20160801110857-327,no
20165201115250-85,yes
20163501123550-700,no
20164701124736-81,yes
20161501011537-593,no
20160201030212-464,no
20163901043959-297,no
20162201072229-587,no
20165001075012-996,no
20163001093037-333,no
20163101113135-484,yes
20165002125056-740,no
20165102125125-359,no
20164702054708-673,no
20161502071558-876,no
20161302081317-941,no
20162502082558-765,yes
20163102113119-141,no
20164902114915-181,no
20165702125748-81,no
20163102013126-382,no
20164202014212-461,no
20165602015659-648,no
20160102020135-346,no
20165102025154-428,no
20164002044021-783,no
20164902054957-61,no
20163202083243-779,no
20163702113710-734,yes
20165403015457-628,no
20161103021117-902,no
20161903021930-903,no
20164103024124-839,no
20162203032225-13,no
20164103034110-967,no
20164503034524-731,no
20163003073041-652,no
20161503081526-237,yes
20164403094416-53,no
20162703022731-731,no
20163203053259-669,yes
20164603054655-424,no
20160903070928-461,no
20164203074221-545,no
20162603082623-981,no
20160903090924-797,no
20160804120855-425,no
20161904041910-911,no
20165804055839-667,no
20164504064540-547,yes
20162604102614-922,yes
20162904122951-717,yes
20163504123558-966,yes
20164304124315-405,no
20164904124929-262,no
20161104051124-153,yes
20165504075518-313,no
20161804091817-454,no
20165104105158-690,no
20162604112643-851,no
20165605125656-800,no
20160005010052-7,no
20163905023927-778,no
20163005033050-696,no
20160405050443-721,no
20164705054717-636,no
20161005061003-915,yes
20160705070727-876,no
20161505071505-888,no
20161905071929-794,yes
20164205074208-727,no
20160705080752-968,yes
20161905081944-271,yes
20164705094758-115,no
20161705021746-203,no
20165105025128-10,yes
20160605050645-673,no
20162705052756-899,no
20164105074141-834,no
20163805083817-539,no
20161005101026-599,no
20165805105849-155,yes
20164206044212-258,no
20160806080849-91,no
20161606081616-4,no
20163206093223-680,no
20163806093839-266,no
20164806114843-475,no
20160206010241-614,no
20163406023455-436,yes
20163406043425-969,no
20160706050747-283,yes
20162806052807-618,yes
20165806055834-355,no
20165806085809-974,no
20163706103722-675,no
20163207023241-652,no
20162807032822-885,no
20163907043939-551,no
20164507054522-777,no
20165007055045-571,no
20163407073431-85,no
20165307075317-823,no
20165707075701-28,no
20160007090016-320,no
20164007104033-327,no
20165107105131-89,no
20160107110112-898,no
20164307024350-863,no
20162007032057-831,no
20161507041546-723,yes
20163007043005-603,yes
20161307051323-788,yes
20165807065833-85,no
20163007073007-809,no
20163808123826-359,no
20160408080425-810,yes
20160608090610-258,no
20161608111648-744,yes
20163308013327-481,no
20164608014654-758,no
20165708015722-378,no
20160108030126-871,no
20164308034309-613,no
20163008043035-293,yes
20160408060432-898,no
20161708071717-684,no
20164208094220-459,no
20162009122009-762,no
20161509041539-661,no
20161709071754-131,no
20162109092105-514,no
20162209102237-376,yes
20163909113942-242,no
20164109014140-897,no
20164809014819-156,no
20160009020006-963,yes
20160209020253-124,no
20164209024218-716,yes
20164709044741-694,yes
20162109052139-423,no
20161509101553-614,no
20164710124739-382,no
20163410013431-415,no
20164710014722-566,no
20160310040318-473,no
20162210062240-106,no
20165410065453-515,no
20162410082431-935,no
20162610082644-975,yes
20164410094421-13,no
20165210115211-292,no
20165110025106-809,no
20160810030805-143,no
20161910041916-79,no
20164210044205-605,no
20162310052319-789,yes
20162910062924-412,no
20165310065330-513,no
20165310075310-809,no
20162610092634-177,no
20161210111228-205,yes
20165211125236-187,no
20163811083809-819,no
20161411101448-383,no
20162011102045-277,yes
20162111102127-992,no
20163511103541-184,no
20161011011030-821,no
20164311024329-447,no
20164911034916-947,no
20165011035036-191,no
20161811041813-454,yes
20162811042816-300,yes
20163311043356-730,no
20165011065037-794,no
20162711082732-174,no
20164911114915-619,yes
20162312022308-329,no
20160312050334-768,no
20160912080949-307,yes
20163612093621-781,yes
20165012115022-717,yes
20161412121444-732,yes
20162812122842-802,no
20163912023917-526,no
20160912030938-853,no
20164212034242-81,no
20165712035755-385,no
20161612081653-780,no
20165312085301-88,no
20163112093128-916,no
20160113120146-315,no
20160513050544-449,no
20163213053255-820,no
20161213061238-98,yes
20165313095304-335,no
20165913095939-832,yes
20160613110626-504,yes
20162213122220-952,no
20164313124301-549,no
20160413020454-799,yes
20162813022856-472,no
20160513030527-362,no
20162013032005-478,no
20165513035537-369,no
20164013054004-312,no
20165213055253-969,no
20162413082424-947,no
20163813083850-953,no
20163913083920-592,no
20165213085258-52,no
20165013105025-881,no
20165813115843-137,yes
20161014121051-972,no
20162214022236-930,no
20164614024615-51,no
20161114041156-481,no
20165014055013-401,no
20160414060451-781,yes
20163314063315-455,yes
20165514065504-776,no
20161714081709-960,no
20163114083121-891,no
20162814092854-973,no
20161414101428-457,no
20163314103301-502,no
20165414125446-184,no
20163214023239-288,no
20163314063318-652,no
20165914075959-50,no
20160815120850-592,no
20162115012102-974,no
20165115025112-428,no
20162815032808-436,no
20160515080531-944,no
20162315092308-451,yes
20162115112148-126,no
20165115015131-941,no
20162715022745-426,no
20161915031942-373,no
20162815032840-130,no
20162215042221-763,no
20160115050109-291,yes
20163915053916-246,yes
20164115064144-56,no
20162215112205-551,no
20161516121504-96,no
20162016012027-544,no
20165216015245-60,no
20163016023052-843,no
20161316041313-82,no
20161916041932-623,no
20164916044907-881,no
20161016061005-853,yes
20161116081108-938,no
20163016083020-721,no
20164416104425-318,no
20165616105630-634,no
20162616112645-902,yes
20160316020309-106,yes
20165716025718-637,yes
20162516042550-152,no
20162116052146-778,no
20162416052453-708,no
20162417122436-321,no
20164317124336-786,no
20165617035632-618,no
20161917061925-895,no
20163317083303-679,yes
20162017092031-477,yes
20164717094726-524,no
20163917113906-264,yes
20164017114010-155,no
20165117045137-283,yes
20163217053226-2,no
20163617053624-323,no
20165817055807-542,yes
20163017073031-327,no
20163217073255-223,no
20163517083504-443,no
20164617084612-764,no
20160117090159-132,no
20161417111435-606,yes
20164518024535-701,no
20161218061229-69,yes
20161318071354-82,no
20162118082141-424,no
20163518083510-37,yes
20165118105114-261,no
20160818120830-969,no
20160118020119-534,yes
20160218030213-867,yes
20162818032836-978,no
20161918041917-915,no
20165718045722-622,no
20161318061320-248,no
20162318072355-625,no
20164818094804-307,no
20163719123751-437,no
20160819010850-199,no
20161119031144-42,no
20164019054041-821,no
20165319105323-479,yes
20164019114057-442,no
20160919120906-801,yes
20163119013106-9,no
20164119014153-926,yes
20164419034402-43,no
20161819041857-146,no
20163219063206-215,no
20165819065837-802,no
20162519072527-588,no
20163819073808-793,no
20165420125432-744,no
20164820014819-312,no
20163720033707-521,no
20163720043755-990,no
20164420054411-706,no
20161320061327-457,no
20160120080105-935,no
20165420085420-575,no
20162820102852-234,yes
20160820110804-806,no
20165120015101-809,no
20165220035207-201,yes
20161120041131-715,no
20160320050339-77,no
20164220084220-409,no
20165320085323-499,no
20163020103052-447,no
20161021121016-490,no
20161321031325-459,no
20163221073202-720,no
20164521074513-194,no
20160521080538-255,no
20162221092212-327,yes
20162921092949-311,no
20160821110841-900,no
20165821015830-729,no
20160921020929-449,no
20165421035454-60,yes
20165521035552-890,no
20164221044239-14,yes
20160721050736-319,no
20165921055938-176,no
20162221062206-497,no
20165321095316-520,no
20161121101111-883,no
20164721104718-847,no
20160721110706-983,yes
20162121112102-624,no
20162222072259-549,no
20162922072900-672,no
20163922073947-374,no
20160322120305-250,yes
20160922120953-641,no
20161522011512-651,no
20162822022818-976,no
20163322043304-670,no
20162322062316-702,no
20162622092600-14,no
20160822110827-455,no
20160223030208-498,no
20165223045254-116,no
20162223062219-443,yes
20162423082405-419,no
20161123091100-10,yes
20161523101514-133,no
20164023114031-753,yes
20162623022635-132,yes
20165823025848-881,no
20163023043021-485,no
20163723043710-796,no
20162823052804-141,no
20160323070337-197,no
20161023081040-141,no
20160623090611-424,yes
20162124122114-199,no
20162324042345-840,no
20165424045441-322,no
20160924110919-469,no
20161324111321-629,no
20161624111602-236,no
20165624125612-641,yes
20162024012032-116,yes
20165224015231-475,no
20162624032628-530,no
20163724043746-132,no
20164524044525-73,no
20164724064735-919,no
20161724081743-166,no
20161924091953-788,no
20165724105725-452,yes
20162224112231-78,yes
20162525122527-168,no
20164425014459-246,no
20165325025305-781,no
20164825034829-378,no
20164025064025-489,no
20163125083158-7,yes
20164025024048-911,no
20160925040912-703,no
20163325043334-711,no
20164825044829-906,no
20165025055035-861,yes
20164125074111-209,no
20162625082631-18,no
20164125084149-707,no
20160025090004-14,no
20162725092744-763,no
20164525094550-964,no
20162325102350-62,no
20165526035533-163,no
20163526053541-12,no
20160726070754-116,no
20163326093340-289,no
20160126100124-142,no
20162226112259-263,no
20165826115832-300,no
20165826025856-222,no
20160226030201-278,yes
20160526030503-473,no
20163926033947-234,yes
20161826041823-143,no
20162426072441-443,no
20164426074452-19,no
20160226090202-887,no
20162826092837-505,no
20160227120208-436,no
20164027124056-129,no
20165327125334-1,no
20162627062645-150,no
20164427064415-54,yes
20160327070314-50,no
20160427080408-432,no
20162627082658-513,no
20163227083231-814,no
20162327092300-592,no
20164727114740-156,no
20162627012641-683,no
20160327020352-907,no
20160727020736-139,no
20164127024103-867,yes
20162727042700-932,yes
20165727045724-857,no
20162827082805-548,no
20163827113811-704,yes
20165628125655-86,no
20160228050205-695,no
20161128071109-682,yes
20163428093405-416,no
20162828102803-514,no
20163028103024-670,no
20160928110911-195,no
20162228122208-231,no
20163328043315-467,yes
20163828043838-116,no
20160628050614-907,yes
20163828083840-522,no
20162928092952-895,no
20161328101303-792,no
20163028103024-681,no
20160729010759-734,no
20164429054420-958,no
20161029061031-458,no
20161929061911-588,no
20162829062840-985,no
20163929063929-340,no
20164729084736-175,yes
20161529091540-271,no
20165929105935-538,yes
20160029010023-538,no
20161329021330-148,no
20161829041856-894,no
20160929070914-370,no
20165529115520-768,yes
20163930123942-893,no
20165130015132-310,no
20165130035118-304,no
20163830053806-629,no
20161030061009-451,no
20164030064024-449,no
20165830095817-828,no
20162230102222-13,no
20161430111436-782,no
20164330114332-71,yes
20160830120851-336,no
20164930014958-25,no
20165630025650-814,no
20165730025738-522,yes
20161630051643-925,no
20162430052431-11,no
20160730060758-663,no
20165930065938-555,no
20161430071413-581,no
20163030073046-270,no
20164631124644-547,no
20165231025204-744,no
20163731063755-518,yes
20164431064422-664,no
20165431065421-916,yes
20165631105644-741,no
20164331114302-784,no
20163331013313-627,no
20160431020436-103,no
20161731021739-422,yes
20160731030724-544,no
20161231041252-530,no
20164131044141-678,no
20161531071554-247,no
20162531082510-866,no
20164231094241-813,no
20164431094422-544,no
20161931111903-703,no
20162731112709-695,yes
20165631115610-378,yes
20161101011121-640,no
20164301024306-759,no
20163101073143-373,no
20161901101956-512,no
20164801114805-936,no
20164801124812-623,no
20165801025812-304,no
20161701031709-921,yes
20160601040643-359,no
20165701055728-629,yes
20161901061930-889,no
20165101065128-809,no
20164701074718-615,no
20164801074843-982,no
20160301080312-181,no
20161601091647-749,no
20162201092241-252,no
20160901100946-75,no
20163801113800-306,yes
20165802015851-446,no
20161202021246-213,no
20165602045606-384,no
20163402063433-801,no
20165202065217-523,no
20161702071745-51,no
20164502074543-744,no
20161102081152-833,no
20160402090444-743,no
20163702093712-993,yes
20164502094549-933,no
20160602110658-772,no
20162202122222-77,no
20162202122239-305,yes
20162302122352-373,yes
20165102125159-804,no
20162802012811-959,no
20164802014841-686,no
20164502024549-955,no
20160902100923-887,no
20163302103352-927,no
20162203122240-583,no
20162003022048-217,no
20163503033501-618,no
20165303065340-125,yes
20163203093208-450,no
20163403093427-432,yes
20165703105716-281,yes
20160103110103-869,no
20163403113455-110,no
20161203021218-666,no
20163903023940-119,no
20160303060352-206,no
20162003072002-822,no
20165403085446-126,no
20165903095953-941,no
20162703112731-590,yes
20164804014852-685,no
20160104020136-839,no
20162604032625-698,no
20163504043552-800,no
20162804072839-854,yes
20164004094054-166,no
20164304094348-428,no
20165904095931-786,yes
20165804115856-149,no
20160904010950-845,no
20161804011816-189,yes
20165404035404-756,no
20162704042737-375,yes
20164704054716-839,no
20165904055909-308,yes
20165104105153-1,no
20162304112300-16,no
20162405122415-508,no
20162605052652-992,no
20162405072411-22,yes
20165805075828-948,no
20161605081629-930,yes
20163105083100-798,no
20164705104703-549,yes
20161005111035-350,no
20161605121609-612,no
20161505011539-339,no
20162305022313-579,yes
20162305042323-776,no
20163005053045-512,yes
